permutation_stat,observed_stat,p_value
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
0.5,0.5,1.0
